id	gate_id	author_id	title	coverImage	body	rangeStartDate	rangeEndDate	links	category	attachments	slug
68	57	48	Una prova da nois3	446bee307e79f1eea230afcefef1d3c6.gif	<p>Hello World<br></p>	2016-06-24	NULL	[]	once	[]	una-prova-da-nois3
69	58	97	XIX - XX Century: Anzio land of internal migration	10a857c03afab4461b963beac6c7b3a1.jpg	"<p>Mr. Savese comes from a family who’s been living in Anzio for 25 generations.</p><p>His first ancestor in living memory is the brigand Matteo Savese who set sail from Capri island by boat and then landed on the little harbour city south of Rome.</p><p>In 1825 Anzio was nearly uninhabited. The city has gradually developed thanks to the arrival of different people coming from the territories dominated by the Church and the ones under the Spanish Crown (Bourbons Kingdom in the South of Italy) before Italy’s Unification.</p><p><br></p><p><img src=""https://api.theland.me/uploads/user/97/attachment/7155420f7834ac2dee6977415f420df0.jpeg""><br></p><p><br></p><p>More than a century later, during World War II, Anzio was the historical scenario where American troops landed to free Italy from the nazi-fascist occupation. Such event entailed  the leaving of many families from their home looking for a temporary arrangement in other Regions. </p><p>Once the conflict was over, people came back with several friends and parents from the hosting Regions in particular from the South and from the Adriatic coast. </p><p>What made Anzio the city we know today is the encountering and the collaboration of different peoples in several historic moments between XIX and XX century and it is the reflection of how Italy has developed through the encounter of different peoples.</p><p><img src=""https://api.theland.me/uploads/user/97/attachment/b71df098112f5efdd43b149d9f9338fa.jpeg""><br></p>"	1827-06-01	2016-06-01	[]	once	[]	xix-xx-century-anzio-land-of-internal-migration
70	59	97	Tunisi - Anzio. One way.	b1d46d812c57d58e560cbe69c8a7f1bb.jpg	"<p>Belgalem arrived in Italy in 1981. He was 27 years old and he had the chance to be hosted in Anzio by some relatives. He approached the coast by ferry. The situation was hard at the beginning. He started working in the agriculture field thanks to some contacts he had made in Tunisi. He learned Italian working day by day.</p><p>He has good memories of Tunisi and he goes back often there to visit his family. He has three children living in Anzio, and he is happy to see them grow but at the same time he regrets not having taught them to speak Arab.</p><p><img src=""https://api.theland.me/uploads/user/97/attachment/96ba982e57e3a6df179df1a67a33db60.jpeg""><br></p><p>He is well integrated in the community of Anzio and keeps on observing Muslim traditions.</p><p>“Anzio is the city where I became an independent man” he loves to say and he considers migration something that has been occurring since forever and it is a resource for the hosting country.&nbsp;</p>"	1981-01-01	2016-06-01	[]	once	[]	tunisi-anzio-one-way
73	62	62	How was the work in Communism?	fcc6dba1834902c88f7f4f0f438fdda9.png	"<p>We worked all day long. This is a photo of an interview about Communism in Romania. This woman has an interesting story.</p><p><img src=""https://api.theland.me/uploads/user/62/attachment/b6a85fd88754bef28a0e5f1552ed114c.jpeg""><br></p><p>She told us about her work. She was afraid of her boss...everytime! She was working under stressful conditions, had a strict outfit, a fix programme and no right to opinion. But one day, she faced her boss and she realized that he is not really awful. He seemed to be just a very serious person, maybe occasionally grumpy, but not a bad person. After this ""discovery"" she started to work more relaxed.</p><p>This is the story of all average workers in the Communist regime. It was a good thing &nbsp;that everybody had to go to work. Rate of unemploiment was very low. Factories were full. But, sometimes were run by untrained people to economical disaster.&nbsp;</p><p>In my opinion, once, life was more hard and more strict than it is today. A human had many worries, many suffering and many shortcomings, but their stories are very deep and unforgettable. I consider that they were powerful &nbsp;and mature people. They lived during some wars and some of them participated at them or at the Revolution from December 1989, which caused the collapse of the Romanian Communism.</p><p>Link to the interview: &nbsp;<a href=""https://youtu.be/3NAEVYPThI0"">https://youtu.be/3NAEVYPThI0&nbsp; </a><br></p>"	2016-06-16	2016-06-17	[]	once	[]	how-was-the-work-in-communism
75	64	62	Nichita Stănescu	ad47b3fbf933907e0224472a352f0050.JPG	"<p>I took a photo with Nichita Stănescu's portrait (hanged on a wall of one &nbsp;interviewes' house). &nbsp;Our seniors have at home many old books and pictures, some of them since the communist period, which are very interesting!</p><p>Nichita Stanescu &nbsp;was one of the most important Romanian poets, receiving seven awards during his career. Some of his most known poetry volumes are: ""Sensul iubirii"", ""O viziune a sentimentelor"", ""Oul si sfera"", ""Opere imperfecte"" , "" Un pamant numit Romania"" etc.</p><p>He was born in Ploiești and spent his childhood in Drajna (the birthplace of his grandparents).</p>"	2016-06-30	2016-07-01	[]	once	[]	nichita-stanescu
81	70	102	The black car	be5c0682592be57140e3834719e65da7.jpg	"<p>The black car</p><p>I'm still thinking about the story of this old woman and I still feel the thrill of fear that she has sent us durring the interview. She told us how in her childhood, she and other people from the village were afraid of the black car that steals children. With tears in her eyes she told us how her husband which died in that period screamed at her to run away from this car and go in a safe place until it passes. &nbsp;This black car, the car used by State police for arresting people, became a symbol of Communism oppresion. &nbsp;</p><p>She was married with the owner of a restaurant before the Communist Party got the power. &nbsp;Owners and other rich people were hunted by the communists, they were arrested and obliged to give their fortune to the State. &nbsp;If they refused, they &nbsp;were all gone to prison. &nbsp;All educated people in high positions were replaced by untrained, sometimes illiterate, but Communist Party members.&nbsp;</p><p>She told me the story of her husband run from this black car. He always slept dressed in warm clothes. Somebody from the house was on the watch all the time. If the car apeared, he run and hide in a neighbour's house attic.</p><p>After this hunt stoped, this kind of people were not allowed to have jobs according to their training. You can allways found a teacher, a priest or an engineer digging ditches or cleaniing toilets. Her husband was sent to work in the forrest to cut wood.</p><p>Now, I wonder if it's worth to live in a place where all the leaders do is to scare people and steal their freedom, happiness and in the end, their lifes.<img src=""https://api.theland.me/uploads/user/102/attachment/320a5b80fbbd81958e4076eaf40c13b8.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif; line-height: 30px;""></p><p>&nbsp;Link to the interview: <b><a href=""https://youtu.be/QlsJD7CMjEA"">https://youtu.be/QlsJD7CMjEA</a></b><br></p>"	2016-06-16	2016-07-05	[]	once	[]	the-black-car
82	71	103	Our past matters !	c6f471ddb557570f10e3c54dbf837618.JPG	"<p>Hi ! My name is Trascau Melania Ioana and I have to say that iRemember project is absolutely amazing ! In Drajna, our meetings are about learning new things . Why do I say that ? Because since this project began, I found out how my parents and my grandparents were raised, what the rules were and I was truly surprised. The people I worked with are special because of the passion for History, our history ! I am thankfull to be a part of the iRemember project and I know that, in time, &nbsp;this period of my life will be an amazing memory !&nbsp;</p><p>During the Online Training for Students and the Laboratory of Memory realized in the frame of iRemember project we learned many new things; one of them regarded the Romanian Communism and we discovered many&nbsp;surprising things. The seniors which we interviewed had each one interesting stories - they presented us both parts of the communist regime - the bad effects that it had, but also the good ones. During this project, I met many people, both young and seniors, which I talk and we finished on sharing personal experience. Also, we started to create links between generations and to understand better the seniors, their lifes and the Romanian Communism, in general.</p><p><img src=""https://api.theland.me/uploads/user/103/attachment/d5dd9d7df98edc241c2420e7e7e87442.jpeg""><br></p><p><img src=""https://api.theland.me/uploads/user/103/attachment/af1e186e21fe4c8ab9abf9b441d7df8d.jpeg""><br></p>"	2016-06-16	2016-07-05	[]	me	[]	our-past-matters
83	72	23	The Romanian Laboratory of Memory	9451eceeb838f9542b4ef5d10bfddc64.jpg	"<p>Thanks to Euro Adult Educatin Association which brought iRemember project to Drajna: six young people had the opportunity to learn recent history directly from the people that lived it.</p><p><img src=""https://api.theland.me/uploads/user/23/attachment/25aeb50f4600a8e1f97f8415f9a48c2b.jpeg""><br></p><p><img src=""https://api.theland.me/uploads/user/23/attachment/0a984774618920cbc6a3573a53f2981d.jpeg""><br></p><p>In this Laboratory of Memories, young Andrada Irimia, 14 years old, learned from Vasilica Anonescu, 92 years old, about how land owners lost everything they had at the beginning of Communism, and how they lived in fear not to be arrested by political police. They always came by a black car, which became the symbol of the oppression.<img src=""https://api.theland.me/uploads/user/23/attachment/bfd32fc3a08c6e1e9b3cf0fd6586433d.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif; line-height: 30px;""></p><p><img src=""https://api.theland.me/uploads/user/23/attachment/a0265d6e70b52cc01385db0629c891f2.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif; line-height: 30px;""></p><p><img src=""https://api.theland.me/uploads/user/23/attachment/e38972f0c6aaa2d80ecc3c6f43ba761a.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif; line-height: 30px;""></p><p>The other students who partcipated at the Romanian Laboratory of Memory are: Silviu Irimia (18 years old), Melania Trascau (14 years old), Roberta Francu (17 years old), Ana Madalina Simion (17 years old), Alexandru Bratu (16 years old). Also, the other senios, which told us very interesting stories from the Communist period are: Eugenia Coman (76 years old), Marin Vacarelu (62 years old), Ioan Popa (69 years old) and Eugenia Popa (68 years old).</p><p><img src=""https://api.theland.me/uploads/user/23/attachment/b35af558d3403df853724c6645fd0b7c.jpeg""><br></p><p><img src=""https://api.theland.me/uploads/user/23/attachment/f495ae8411055edd1f74d233a816796d.jpeg""><br></p><p><img src=""https://api.theland.me/uploads/user/23/attachment/69f582d1f61702a5cbc0f0fb7c1af9ae.jpeg""><br></p><p><img src=""https://api.theland.me/uploads/user/23/attachment/722a2f223ff735eb422ed1c182cae8de.jpeg""><br></p><p><img src=""https://api.theland.me/uploads/user/23/attachment/d127fc5967e6adab2071d35b7c5dc370.jpeg""><br></p>"	2016-06-05	2016-06-06	[]	once	[]	the-romanian-laboratory-of-memory
85	73	60	The communism...was it really bad? The education case.	ceca86147fa40470b9642f847ddfbee2.png	"<p>&nbsp;Mr. Ion Popa was during the communism period a teacher in a village close to where he was living. He remembered that the communist regime was a very difficult period, especially because of the rationing, the controlled distribution of all the resources, goods and services. Each person received ’’ration coupons which allowed people to purchase a certain amount of a product each month”. He thinks that the biggest problem from that period, which affected the major part of the population, was the lack of bread. He says: ’’I lived in Drajana de Sus, but I commuted to Coros. Here I did not receive bread, because I was not a resident of this village. Also, I did not receive bread neither in Drajna, because I was working at Coros.” He was forced to go to Bucharest weekly for two years to pick up bread, since that was the only place where he could obtain bread, but also with restrictions. </p><p><img src=""https://api.theland.me/uploads/user/60/attachment/df51057df22c9370c7e5a46943360488.jpeg""><br></p><p>              Although, Mr. Popa has suffered in the communist period he said that bad things did not happened only in the communist regime and he gives us an example: ’’in our village, Drajan de Sus, the people back then decided to build schools close to the children and to the village they were lived in. Thus, the pupils did not walk a long distance, sometimes through rain, and they saved time for others activities too. Mr. Popa told us that that in the communist period there were three marginal primary schools built in Drajna. Both during the communist regime and during the transition period these schools were operational, but about 7 years ago they were shut down. Thus, the pupils who had their homes near the schools have to now commute” because the 2 minibuses that were bought did not solve the problem. As former teacher who has known the curricula from the communist regime and has information about the present one, Mr. Popa believes that this one is overloaded and the children do not have time for themselves. He see also the good part of the communism, in contrast with the current capitalism: back then, the pupils went to school and learned to have a better life; now, many children drop out the school because of drugs, bad legislation and also parent’s negligence. Furthermore, in the communist period everyone had a stable job, unlike today. It was hard for many people to adapt post-communism to the new conditions and the labour market, aspect highlighted by the older people who sometimes feel nostalgia for communist regime. Mr. Popa considers that young people currently do not have enough time for their personal lives and the children do not have a pleasant childhood nowadays: ’’Now, children do not have childhood. I lived in communism, but I have a childhood and I enjoyed it very much.”</p><p></p>"	2016-07-01	2016-07-02	[]	once	[]	the-communism-was-it-really-bad-the-education-case
86	74	97	Sensali: the warm welcome to foreigners and immigrants	7745eff7a93396fd0d355954f15a4d02.jpg	"<p>The openness of the city of Anzio towards the rest of the world reflects the positive and warm approach its inhabitants always reserved for foreigners and migrants.</p><p>To be more specific this mentality turned out to be a real job. </p><p>The “sensali” were the ones you had to talk with in order to get to know which accommodations  were available during your stay at the time when travel agencies were still far to be invented. </p><p><img src=""https://api.theland.me/uploads/user/97/attachment/ac958341b24273205f209c57d9566f38.jpeg""><br></p><p>Finding them was not difficult at all. You just had to reach ""Pia square"" (heart of the city life) and there you could meet them in front of the newsstands.</p><p>They used to work from dawn till dusk, shouting: “Rooommms and appartmeeents ready to rent !!!”  </p><p>once they grabbed the attention of the migrant, they would immediately accompany the foreigner to the potential final accommodation.</p><p><img src=""https://api.theland.me/uploads/user/97/attachment/6ef7a7600aa7b68cc9ce25f4fc5a0f4d.jpeg""><br></p><p>""<b>Le Senzali</b>""</p><p>A poem by Nando Vulpiani:</p><p>""Appartamenti e cammere sur mare""!!!</p><p>- A giu'...pe' Lujo e Agosto tenghi gnente?</p><p>- Sì! Ce sarebbe quella der compare...</p><p>tre cammere e cucina giù a Ponente.</p><p>'Ste voci, venno co' la primavera</p><p>dar gruppo de senzali a Piazza Pia;</p><p>s' 'na diecina e da matina a sera,</p><p>te 'nformeno sur prezzo e sula via.</p><p>Er pomeriggio, quanno er sole è forte,</p><p>abbandoneno er campo del battaja</p><p>pe' annasse a sdrajà 'n &nbsp;piazza, stracche morte,&nbsp;</p><p>discuteno, che pare 'na mitraja...</p><p>e si passanno chiedi: - Come butta?</p><p>Risponneno: - Fijetto .... 'n sarza paja</p><p><br></p>"	1945-04-25	1970-05-31	[]	once	[]	sensali-the-warm-welcome-to-foreigners-and-immigrants
87	75	97	Having a conversation with the world: a secret passage under the sea	3dfb687f174e69f930c4f4d94cc66d72.jpg	"<p>The coming of telecommunications represents one of the most significant accomplishments of modern times development. It is hard to realize how many things have changed in the daily life of everyone. Not just global, maritime and air trade would be trickier to manage but all the communication and information sources would result extremely restricted.</p><p>For Anzio, the first encounter with the “international communications” occurred on 1925, the year when the Italcable station was established. The undersea telegraphic cables were made up by an electric copper conductor protected by jute and wireframe.</p><p><br></p><p><img src=""https://api.theland.me/uploads/user/97/attachment/0e4b6e2115a1a9ec194658413f3a2316.jpeg""><br></p><p><span style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif; line-height: 1.5em;""><br></span></p><p><span style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif; line-height: 1.5em;"">Anzio was chosen instead of Rome thanks to its peaceful and secure environment. Giovanni Carosio – Italcable founder – built a monumental station overlooking the sea ready to bear the connections between Anzio and the rest of the world.</span><br></p><p><img src=""https://api.theland.me/uploads/user/97/attachment/51ab230b50a4477cd64fc648a11ecdda.jpeg""><span style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif; line-height: 1.5em;""><br></span></p><p><span style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif; line-height: 1.5em;""><br></span></p><p>The main connections were:</p><p>a)\tMalaga and the whole South America (Las Palmas, Montevideo, Rio de Janeiro);</p><p>b)\tBarcelona and the whole North America (Azores islands then up to New York);</p><p>c)\tLisbon and the whole Northern Europe;</p><p>Anzio has been the first gate for Italian people meant and realized to have modern dialogue with the world. A concrete heritage for the new generations.&nbsp;</p><p><br></p><p><img src=""https://api.theland.me/uploads/user/97/attachment/a483ea8be48589785a9ce4dddc527852.jpeg""><br></p>"	1925-02-10	1947-10-12	[]	once	[]	having-a-conversation-with-the-world-a-secret-passage-under-the-sea
90	78	59	The culture, the communist regime and the aftermath	c68bc04ae4f7cae789256547fcf02b8d.JPG	"<p>Interview Marin Vacarelu</p><p><span style=""line-height: 1.5em; font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif;"">Mr.  Marin Vacarelu has been for 22 years the director of the Cultural Centre from Drajna, but he has worked in the field for approximatively 45 years. Hence, he is closely acquainted with the cultural field from both periods: the communist one and the current, democratic one. He started to work at the Cultural Centre after the Revolution in December 1989, when Nicolae Ceausescu and his wife were executed. Mr. Vacarelu remembered a story which he lived during the communist period: ’’we were at the county stage of the National Festival ’’Cantarea Romaniei” at Ploiesti (...) at a certain moment, I had the idea to recite a poem written by Adrian Paunescu, ’’Copii de tarani”, poem which describe the life of some countryside people who managed to learn at better schools. In that period, Adrian Paunescu and his poetry were forbidden by law. After I recited the poem, applauses followed and I was pleased with how I recited it. But, at some moment, someone was came and – after many years I realized that he had good intentions – he told me to leave the room. After that, I understood that there were people (from ’’Securitate”, the Romanian police from the communist regime) in the room who were spying on us and everything that was happening on the scene.</span><br></p><p><img src=""https://api.theland.me/uploads/user/59/attachment/58370fafe2fc208c9bf5d11d87e0fbcc.jpeg""><br></p><p>During the communist period, in Romania also manifested ’’the personality cult of the leader”, an idea that Ceausescu had after he returned from some visits in China and Korea, where he saw the effects of the Cultural Revolution. Mr. Vacarelu considered that the men close to Ceausescu’s family glorified him and his wife and that sometimes they deformed the reality by telling him that the whole Romanian nation likes him. Mr. Vacarelu was able to see a part of the reality, because even if he followed a party school at Galati for 3 months, where he has learned more in depth the political program of the Romanian Communist Party, he also noticed that many people begun to distance themselves from the party and dislike Ceausescu’s leadership. The persons who suffered the most because of the Communist Party were, beside peasants who have lost the land all their goods, the workers that suffered in the transition period because many of the industrial companies where they worked started to close off for different reasons.</p><p>Returning to the culture, it was one of the few fields that allowed people to leave the country, but, of course, the artists were accompanied by some party’s men. Mr. Vacarelu believes that the ordinary Romanians were and are almost the same then and now, namely good and tolerant people, but who can be sometimes influenced by those who have the power. Mr. Vacarelu considers that, even if the Communism was a totalitarian regime, there were also some good aspects to it and if the party would have put into practice what the communist doctrine said, the situation would have been different. However, as he said: ’’I did not regret that period, maybe some regret it, but we continue to live our lives”.</p><p>Link to the interview:&nbsp;<b><a href=""https://youtu.be/Hr0Ej-5SJFk"">https://youtu.be/Hr0Ej-5SJFk</a></b></p>"	2016-06-07	2016-07-06	[]	once	[]	the-culture-the-communist-regime-and-the-aftermath
91	79	105	The Troubles: Unlocking the Past through Storytelling	cce50d026cfedc4b2e36df13b3c786ff.jpg	"<p><img src=""https://api.theland.me/uploads/user/105/attachment/2b7bf2aa13cf6611fa5aaa89949ec200.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif; line-height: 30px;""></p><p>T<span style=""line-height: 1.5em; font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif;"">he film attached here explores the realities, lived experience, and legacies of the Northern Irish Troubles. Central to this are the memories of 5 individuals from across both sides of the community, who recall specific memories of how the Troubles changed their lives in Derry. The key method employed is the facilitation of intergenerational storytelling between the young and more senior citizens to allow for first-hand accounts of those who have lived through and who have been affected by The Troubles to be shared – so that their stories could bring a tangible realism to the history that still affects the present.</span></p><p>The young people who engaged with the stories here told remarked on the powerful worth of listening to first-hand accounts of those deeply affected on all sides of The Troubles – especially as these voices all come from the same city, and yet they have different yet interconnected stories to tell. The young people then creatively interpreted aspects of these accounts, and present them in the film attached.</p><p>The stories you may encounter here include the experiences of a woman whose husband was murdered by paramilitaries on the day of their son’s 18th birthday, a man who was part of a paramilitary group before changing his path, a nurse who attended to the dead and the dying on the streets of Derry on Bloody Sunday, another man who similarly witnessed the horror of that day, and a woman who was forced to move from her childhood home after community division reared its head. The young people involved in the creative interpretation of these accounts were moved by being in the presence of these powerful stories, and felt it allowed them to better embrace and understand the reality and complexity of their own history. This is a powerful and yet accessible journey into the tragedy of The Troubles, as seen through the eyes of those whose lives were changed forever…please take the time to hear and see this reality and allow the power of story to unlock the past: &nbsp;</p><p>https://www.youtube.com/watch?v=OMYSDN0K2Gs<br></p>"	1969-01-01	2016-07-31	[]	once	[]	the-troubles-unlocking-the-past-through-storytelling
92	80	22	La mia infanzia	b532746efd49fd2e68fa9ef3e4198dd8.jpg	<p>Lorem ipsum<br></p>	2016-07-01	2016-07-02	[]	once	[]	la-mia-infanzia
93	79	105	Film -The Troubles (Unlocking the Past)	8e1f4e3666254cd80cdb2947e830ea50.jpg	<p>https://www.youtube.com/watch?v=OMYSDN0K2Gs&amp;feature=youtu.be</p>	1969-01-01	2016-07-31	[]	once	[]	film-the-troubles-unlocking-the-past
94	81	97	A nice morning at the park	88fbed0824bb3b18718a9944ebf72256.jpg	"<p><div>This was our day at the park</div><p>https://www.youtube.com/watch?v=OMYSDN0K2Gs<br></p><p><br></p><p><img src=""https://api.theland.me/uploads/user/97/attachment/d793a15fd8d7da4f1a36189dc1c7024a.jpeg""></p><p><br></p><p><br></p><p><br></p></p>"	2016-07-01	2016-07-02	[]	once	[]	a-nice-morning-at-the-park
95	82	12	Café de Flore	0e1cf24a3ecbc877a1db8f91a6761f1e.jpg	<p>Le Café de Flore a vu le jour au début de la IIIe République, sans doute en 1887. Il doit son nom à une statue de la déesse du printemps, Flore, qui se dressait sur le trottoir d’en face. </p><p>A Saint-Germain-des-Prés, quartier où la création artistique et littéraire a toujours été très vivante, le Flore a vu passer de nombreux intellectuels, écrivains, peintres et cinéastes. </p><p>Guillaume Apollinaire investit les lieux dès 1913 et transforme le rez-de-chaussée en salle de rédaction. Il provoque la rencontre de Philippe Soupault, André Breton et Aragon qui formeront le groupe dadaïste. </p><p>Dans les années 1930, toute l’intelligentsia s’y donne rendez-vous. On peut y croiser Raymond Queneau, Robert Desnos, Léon-Paul Fargue, Marcel Carné et Jean-Louis Barrault. </p><p>Pendant l’Occupation, Jean-Paul Sartre et Simone de Beauvoir s’y installent. Dans le Paris d’après guerre, Juliette Gréco et Boris Vian incarnent une jeunesse ivre de liberté.&nbsp;</p>	1957-10-13	1957-10-14	[]	once	[]	cafe-de-flore
